CODE_CLT;C_CHEQUE_MNT;C_CHEQUE_NB;C_DEBLOC_CREDIT_MNT;C_DEBLOC_CREDIT_NB;C_MNT;C_NB;C_VERS_ESPECE_MNT;C_VERS_ESPECE_NB;C_VIREMENT_MNT;C_VIREMENT_NB;D_CHEQUE_MNT;D_CHEQUE_NB;D_MNT;D_NB;D_PMNT_TPE_MNT;D_PMNT_TPE_NB;D_REMB_CREDIT_MNT;D_REMB_CREDIT_NB;D_RET_DAB_MNT;D_RET_DAB_NB;D_RET_ESPECE_MNT;D_RET_ESPECE_NB;D_VIREMENT_MNT;D_VIREMENT_NB
7679;0;0;0;0;1028.674333;2;0;0;1028.654;1.666666667;0;0;1030.894;9.666666667;0;0;399.5426667;1;450.5333333;2.333333333;161.5733333;0.666666667;0;0
7680;0;0;0;0;26.19866667;1.333333333;0;0;0;0;0;0;0.357666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7681;0;0;0;0;0.013333333;0.333333333;0;0;0;0;0;0;14.17333333;1.666666667;0;0;0;0;0;0;0;0;0;0
7682;0;0;0;0;577.5823333;1.333333333;0;0;565.6666667;1;0;0;75.63933333;2.333333333;0;0;0;0;67.2;0.333333333;0;0;0;0
7683;0;0;0;0;3.45;0.333333333;0;0;0;0;0;0;0.807666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7684;0;0;0;0;50;0.666666667;0;0;50;0.666666667;0;0;55.03466667;4.333333333;0;0;0;0;43.69666667;0.666666667;0;0;0;0
7685;0;0;0;0;26.71666667;1.333333333;0;0;0;0;0;0;0.461333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7686;0;0;0;0;871.1416667;1.666666667;106.6666667;0.333333333;764.427;1;0;0;937.5833333;8;16.93;0.666666667;610.3413333;1;283.7166667;1.666666667;0;0;0;0
7687;0;0;0;0;0.038666667;0.333333333;0;0;0;0;0;0;17.29533333;1;0;0;0;0;0;0;16.66666667;0.333333333;0;0
7688;0;0;0;0;1119.691333;2;0;0;1119.671667;1.666666667;0;0;994.5653333;6.333333333;0;0;395.1356667;1;60.84666667;0.666666667;523.3333333;1;0;0
7689;0;0;0;0;446.0756667;1;0;0;446.0756667;1;0;0;590.846;4.666666667;0;0;0;0;580;1.333333333;0;0;0;0
7690;0;0;0;0;0.072666667;0.333333333;0;0;0;0;0;0;33.996;1;0;0;0;0;0;0;33.33333333;0.333333333;0;0
7691;0;0;0;0;0.009333333;0.333333333;0;0;0;0;0;0;0.599333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7692;0;0;0;0;12.33;0.333333333;0;0;0;0;0;0;2.584;0.333333333;0;0;0;0;0;0;0;0;0;0
7693;0;0;0;0;1106.566667;2;0;0;1106.564667;1.666666667;0;0;1193.095;7;0;0;514.7913333;2;660;2.333333333;0;0;0;0
7694;0;0;0;0;5233.384667;1.333333333;5233.333333;1;0;0;0;0;5233.974667;4.666666667;0;0;0;0;0;0;5233.333333;4;0;0
7695;0;0;5166.666667;0.333333333;5800.948333;1.666666667;0;0;634.2816667;1.333333333;0;0;5754.942;13.33333333;0;0;2578.328;1.333333333;1323.006667;6.666666667;1666.666667;0.333333333;0;0
7696;0;0;0;0;31.55066667;1.333333333;0;0;0;0;0;0;0.428;0.333333333;0;0;0;0;0;0;0;0;0;0
7697;0;0;0;0;115.006;1.333333333;0;0;115;1;0;0;120.596;3;0;0;0;0;0;0;120;2.333333333;0;0
7698;0;0;0;0;1670.168333;0.666666667;1666.666667;0.333333333;0;0;0;0;50.81866667;0.666666667;0;0;0;0;0;0;50;0.333333333;0;0
7699;0;0;0;0;696.497;2.333333333;0;0;679.4623333;1.666666667;0;0;1543.883333;8.666666667;0;0;258.1123333;1;0;0;1260.333333;3;8.333333333;0.333333333
7700;0;0;0;0;237.0163333;0.666666667;233.3333333;0.333333333;0;0;0;0;267.5213333;0.666666667;0;0;0;0;0;0;266.6666667;0.333333333;0;0
7701;0;0;0;0;1162.126667;2;0;0;1162.117667;1.666666667;0;0;1174.005;8.666666667;134.5;0.333333333;402.5526667;1;615.0666667;3;0;0;0;0
7702;0;0;0;0;542.3753333;1.333333333;0;0;542.3493333;1;0;0;543.9363333;6;0;0;172.8056667;1;0;0;353.3333333;1;0;0
7703;0;0;23733.33333;0.333333333;47434.549;2;0;0;1034.549;1.333333333;0;0;48043.34633;11.66666667;1.666666667;0.333333333;0;0;671.99;2.666666667;93.33333333;1.333333333;23734.04133;0.666666667
7704;0;0;0;0;65.69;1;0;0;65.406;0.666666667;0;0;0.174666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7705;0;0;0;0;1063.628333;3;0;0;696.8733333;1.333333333;0;0;846.083;6.666666667;0;0;397.138;1;435.6766667;2;0;0;0;0
7706;0;0;0;0;1357.638;3;0;0;990.9653333;1.333333333;0;0;1045.661333;12.66666667;0;0;397.0796667;1;623.3333333;6.333333333;0;0;0;0
7707;0;0;0;0;968.164;2.333333333;0;0;968.1423333;2;62.533;1;969.361;11;0;0;424.3926667;2;0;0;463.3333333;1.666666667;2.832;2
7708;970;0.333333333;0;0;1121.344;1;0;0;140;0.333333333;0.037333333;0.333333333;2.424333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7709;0;0;0;0;2638.456667;2.333333333;0;0;2638.440333;2;0;0;2570.182667;9;0;0;134.156;1;1578.19;2.333333333;834.9066667;0.666666667;0;0
7710;0;0;0;0;2115.551333;2.333333333;666.6666667;0.333333333;1411.112333;1.666666667;0;0;1384.265;10.33333333;0;0;603.128;1;687.8966667;6.333333333;76.66666667;0.333333333;0;0
7711;0;0;0;0;899.9903333;1.333333333;0;0;899.9903333;1.333333333;0;0;902.8563333;6.666666667;0;0;0;0;890;3.666666667;0;0;0;0
7712;0;0;0;0;1056.691;3;0;0;683.0443333;1.333333333;0;0;1118.846333;11.33333333;1.666666667;0.333333333;371.2456667;1;577.14;3.666666667;150;1;0;0
7713;0;0;0;0;1126.030333;2;0;0;1126.021;1.333333333;0;0;2345.650333;5;0;0;398.8943333;1;0;0;1936.666667;0.666666667;0;0
7714;0;0;0;0;958.1496667;3;0;0;591.48;1.333333333;0;0;1021.979333;10;0;0;351.6896667;1;20.39333333;0.333333333;623.3333333;2.333333333;0;0
7715;0;0;0;0;1092.923333;3;0;0;623.363;1.333333333;0;0;861.2986667;7.666666667;0;0;493.3586667;1;350.5833333;2;0;0;0;0
7716;0;0;0;0;8.079333333;0.333333333;0;0;0;0;0;0;1.734;0.333333333;0;0;0;0;0;0;0;0;0;0
7717;0;0;0;0;2.263;0.333333333;0;0;0;0;0;0;0.570666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7718;0;0;0;0;1257.566;2.333333333;0;0;1156.298667;1.666666667;0;0;1151.371;7.333333333;0;0;380.3623333;1;650;2.333333333;0;0;100;0.333333333
7719;0;0;0;0;6.691666667;1;0;0;0;0;0;0;0.123;0.333333333;0;0;0;0;0;0;0;0;0;0
7720;0;0;0;0;807.8806667;2.333333333;118.3333333;0.333333333;689.5016667;1.666666667;0;0;831.3446667;5.333333333;0;0;0;0;0;0;825;2.666666667;0;0
7721;0;0;0;0;354.2563333;0.666666667;333.3333333;0.333333333;0;0;0;0;37.636;0.666666667;0;0;0;0;0;0;33.33333333;0.333333333;0;0
7722;0;0;0;0;347.0016667;1.333333333;0;0;347;1;0;0;347.2583333;1.666666667;0;0;0;0;346.6666667;1;0;0;0;0
7723;34.04266667;0.333333333;0;0;1104.538667;2.333333333;0;0;1070.496;2;0.255666667;0.333333333;1166.120333;8.666666667;0;0;566.2036667;2;576.6666667;1.666666667;0;0;0;0
7724;300;1;0;0;456.68;2.666666667;6.666666667;0.333333333;150;1;0.112;1;317.795;5.666666667;0;0;0;0;270;2.666666667;46.66666667;0.666666667;0;0
7725;0;0;0;0;850.2966667;1.666666667;0;0;850.2936667;1.333333333;0;0;951.2436667;9.333333333;0;0;307.865;1;520;2;0;0;0;0
7726;0;0;0;0;53.019;1.333333333;0;0;0;0;0;0;0.721666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7727;0;0;0;0;700;1;0;0;0;0;0;0;697.265;4;0;0;0;0;0;0;686.6666667;1;0;0
7728;0;0;0;0;183.3333333;0.333333333;183.3333333;0.333333333;0;0;0;0;144.084;3.666666667;0;0;0;0;135.0666667;1.333333333;0;0;0;0
7729;0;0;0;0;0;0;0;0;0;0;0;0;0.586;0.666666667;0;0;0;0;0;0;0;0;0;0
7730;0;0;0;0;849.565;2;0;0;849.551;1.666666667;0;0;856.3496667;14.66666667;0;0;330.4893333;1;463.6866667;8.333333333;0;0;0;0
7731;0;0;0;0;852.6143333;2.666666667;0;0;852.6143333;2.666666667;0;0;850.04;7;0;0;204.2273333;1;0;0;631.5733333;1.666666667;3.776;2.666666667
7732;0;0;0;0;1652.043333;2.333333333;0;0;1649.542;2;0;0;1472.552333;10;0;0;555.4366667;2;897.14;3;0;0;0;0
7733;265.6666667;0.333333333;0;0;265.7573333;0.666666667;0;0;0;0;0.037333333;0.333333333;264.0513333;1.333333333;0;0;0;0;0;0;263.3333333;0.333333333;0;0
7734;666.6666667;0.333333333;0;0;1487.703;2;1.666666667;0.333333333;819.3696667;1.333333333;0.037333333;0.333333333;1459.932;7.666666667;0;0;367.2423333;2;0;0;1066.666667;1.333333333;0;0
7735;0;0;0;0;1287.919333;1;0;0;1287.919333;1;0;0;1449.786333;33.33333333;80;13.66666667;0;0;1347.456667;15.66666667;0;0;0;0
7736;0;0;0;0;1067.910667;3;0;0;795.2526667;1.666666667;0;0;1167.404667;8.333333333;13.66666667;1;379.5783333;1;610.4333333;3;149.9066667;0.666666667;0;0
7737;0;0;0;0;106.612;1.333333333;0;0;0;0;0;0;1.440333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7738;0;0;0;0;0.429;0.333333333;0;0;0;0;0;0;0.203666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7739;0;0;0;0;0.009;0.333333333;0;0;0;0;0;0;4.532333333;1;0;0;0;0;0;0;0;0;0;0
7740;0;0;0;0;1073.967333;2;0;0;1073.967333;2;0;0;935.5963333;6.333333333;0;0;443.2743333;1;0;0;458.3333333;1;1.416;1
7741;0;0;0;0;0.003333333;0.333333333;0;0;0;0;0;0;0.003333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7742;0;0;0;0;33.38;1.666666667;1.666666667;0.333333333;0;0;0;0;0.460666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7743;0;0;0;0;0;0;0;0;0;0;0;0;9.512666667;2.666666667;0;0;0;0;0;0;0;0;0;0
7744;0;0;0;0;0.039333333;0.333333333;0;0;0;0;0;0;0.629333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7745;0;0;0;0;1226.468667;2.666666667;0;0;1226.272333;2;0;0;1000.931667;7;0;0;484.3466667;2;0;0;503.3333333;0.666666667;0;0
7746;0;0;0;0;673.1226667;1.333333333;0;0;673.1226667;1.333333333;0;0;708.008;4.666666667;0;0;204.8513333;1;0;0;491.6666667;1;0;0
7747;0;0;0;0;1222.848333;2.333333333;0;0;1222.586;2;0;0;2213.226;14.33333333;0;0;544.864;1;620.1066667;5.666666667;1016.666667;1.333333333;0;0
7748;0;0;0;0;830.2213333;1.666666667;0;0;830.2113333;1.333333333;0;0;689.0266667;12.66666667;0;0;344.6663333;1;323.39;7;0;0;0;0
7749;0;0;0;0;838.6273333;3;0;0;565.6233333;1.666666667;0;0;991.296;11;0;0;427.4763333;2;537.01;2.666666667;0;0;0;0
7750;0;0;0;0;963.2406667;1;0;0;963.2406667;1;0;0;977.9946667;7.666666667;0;0;364.964;1;588.58;3;0;0;0;0
7751;0;0;0;0;1051.164667;2;0;0;1051.160667;1.666666667;0;0;1058.971;9.666666667;0;0;342.6293333;1;294.5033333;2.666666667;406.5733333;1.333333333;0;0
7752;0;0;0;0;957.7543333;2;0;0;955.8513333;1.666666667;0;0;792.4386667;9.333333333;0;0;0;0;461.6533333;5;321.3866667;2;0;0
7753;0;0;0;0;1586.527667;3;0;0;1532.51;2;0;0;1773.696333;18.33333333;211.5386667;2;620.2683333;2;739.97;5.666666667;100;0.333333333;73.33333333;2.666666667
7754;0;0;0;0;2320.603333;2;1333.333333;0.333333333;987.27;1.666666667;0;0;700.2466667;4.666666667;0;0;0;0;73.33333333;0.666666667;616.6666667;1;0;0
7755;0;0;0;0;915.744;1.333333333;0;0;915.3883333;1;0;0;951.888;9.666666667;14.91666667;0.666666667;323.4356667;1;567.5733333;4.333333333;33.33333333;0.333333333;0;0
7756;0;0;0;0;1338.233;2;0;0;1338.233;2;0;0;1342.233333;5;0;0;0;0;0;0;1333.333333;3;0;0
7757;0;0;0;0;1102.666667;1.333333333;0;0;1102.666667;1.333333333;0;0;1101.888667;8.333333333;0;0;438.7396667;1;647.93;2.666666667;0;0;0;0
7758;0;0;0;0;0.069333333;0.333333333;0;0;0;0;0;0;8.319333333;1.333333333;0;0;0;0;3.333333333;0.333333333;0;0;0;0
7759;0;0;0;0;6926.629333;1.666666667;6326.666667;0.333333333;599.8666667;1;0;0;6966.48;14.66666667;257;2;409.495;2;610.3533333;3.666666667;5666.666667;0.333333333;0;0
7760;0;0;0;0;0.004;0.333333333;0;0;0;0;0;0;0.594;0.666666667;0;0;0;0;0;0;0;0;0;0
7761;0;0;0;0;849.47;4;0;0;849.4383333;3.333333333;0;0;973.0753333;11;0;0;462.5956667;2;46.66666667;1;426.6666667;1;0;0
7762;0;0;0;0;50.00133333;0.666666667;0;0;50;0.333333333;0;0;57.258;1.666666667;0;0;0;0;56.66666667;1;0;0;0;0
7763;0;0;0;0;1397.308667;3.666666667;463.3333333;1;933.96;2.333333333;0;0;856.356;9.666666667;0;0;145.8223333;1;213.3333333;2.666666667;483.24;1.333333333;0;0
7764;0;0;0;0;1.228333333;0.333333333;0;0;0;0;0;0;0.364;0.333333333;0;0;0;0;0;0;0;0;0;0
7765;0;0;0;0;504.702;1.333333333;0;0;504.702;1.333333333;0;0;507.4066667;6;0;0;0;0;235.0666667;2;260;0.666666667;0;0
7766;0;0;0;0;53.13933333;1.333333333;0;0;0;0;0;0;0.746333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7767;0;0;0;0;0.004333333;0.333333333;0;0;0;0;0;0;0.594333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7768;0;0;0;0;701.1916667;1;0;0;701.1916667;1;0;0;296.0496667;28;119.983;22.33333333;0;0;166.6666667;3.666666667;0;0;0;0
7769;0;0;0;0;35.644;0.333333333;0;0;0;0;0;0;507.2466667;0.666666667;0;0;0;0;0;0;500;0.333333333;0;0
7770;0;0;0;0;1454.037;2.333333333;0;0;1454.034;2;0;0;841.216;9.666666667;0;0;234.538;1;581.48;4;0;0;0;0
7771;0;0;0;0;1717.745333;2.666666667;500;0.333333333;1217.745333;2.333333333;0;0;1187.278667;12.33333333;0;0;0;0;713.3333333;5.333333333;446.6666667;2;0;0
7772;0;0;0;0;213.875;1.333333333;200;1;0;0;0;0;2.893;0.333333333;0;0;0;0;0;0;0;0;0;0
7773;0;0;0;0;0.077666667;0.333333333;0;0;0;0;0;0;0.133666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7774;0;0;0;0;26.411;1.333333333;0;0;0;0;0;0;0.400333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7775;0;0;0;0;965.1226667;2;0;0;965.101;1.666666667;0;0;872.5673333;10.66666667;0;0;339.9436667;1;150.8166667;1.333333333;351.5733333;2;0;0
7776;0;0;0;0;984.8513333;1.333333333;0;0;984.8513333;1.333333333;0;0;1000.819667;17.33333333;0;0;449.4716667;3;310.3833333;4;201.6666667;1.333333333;0;0
7777;0;0;0;0;984.716;3;0;0;694.708;1.666666667;0;0;936.5523333;9;0;0;315;1;397.9766667;2.666666667;198.3333333;0.666666667;0;0
7778;0;0;0;0;14.465;0.333333333;0;0;0;0;0;0;336.3443333;1;0;0;0;0;0;0;333.3333333;0.666666667;0;0
7779;0;0;0;0;865.2896667;2;0;0;865.17;1.666666667;0;0;835.2076667;9.333333333;0;0;363.5403333;1;457.8566667;4;0;0;0;0
7780;0;0;0;0;0;0;0;0;0;0;0;0;0.457333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7781;0;0;0;0;0;0;0;0;0;0;0;0;0.503333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7782;0;0;0;0;841.5306667;1.666666667;0;0;841.5306667;1.666666667;0;0;762.9753333;6;3.666666667;0.333333333;0;0;501.2;2.333333333;248.24;0.666666667;0;0
7783;0;0;0;0;873.3373333;1.333333333;873.3333333;1;0;0;0;0;167.2606667;1;0;0;0;0;0;0;166.6666667;0.333333333;0;0
7784;0;0;0;0;1244.645667;1.666666667;200;0.333333333;1041.188667;1;0;0;1693.367333;10;0;0;0;0;777.8266667;6.333333333;900;0.666666667;0;0
7785;300;0.666666667;0;0;960.3726667;1.333333333;653.3333333;0.333333333;0;0;0.074666667;0.666666667;2768.460667;7;0;0;0;0;0;0;2766.666667;6;0;0
7786;0;0;0;0;812.4663333;2.333333333;0;0;812.4533333;1.666666667;0;0;933.6016667;11;0;0;262.8233333;1;463.3333333;3.333333333;183.24;1;0;0
7787;1335;7;0;0;2501.629667;8.666666667;0;0;1166.564333;1.333333333;5.369;2.333333333;2668.019333;13.33333333;31.95333333;1;508.637;1;173.6866667;0.666666667;1933.333333;2.666666667;0;0
7788;0;0;0;0;683.3333333;0.666666667;666.6666667;0.333333333;16.66666667;0.333333333;0;0;551.6176667;4.666666667;0;0;0;0;207.04;1;333.3333333;0.333333333;0;0
7789;0;0;0;0;491.9286667;3.333333333;0;0;491.9216667;3;0;0;495.583;7.666666667;0;0;0;0;483.3333333;3.333333333;0;0;0;0
7790;0;0;0;0;51.37433333;1.333333333;0;0;0;0;0;0;0.393;0.333333333;0;0;0;0;0;0;0;0;0;0
7791;0;0;0;0;650.7936667;1.333333333;133.3333333;0.333333333;517.4513333;0.666666667;0;0;623.4506667;6.333333333;43.38833333;0.333333333;414.597;1;151.1166667;0.666666667;0;0;0;0
7792;0;0;0;0;5.019;0.333333333;0;0;0;0;0;0;1.122;0.333333333;0;0;0;0;0;0;0;0;0;0
7793;0;0;0;0;26.43366667;1.333333333;0;0;0;0;0;0;0.404666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7794;0;0;0;0;627.6256667;2;623.3333333;1.666666667;0;0;0;0;0.976666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7795;0;0;1000;0.333333333;1753.833333;2.666666667;33.33333333;0.333333333;720.445;1.333333333;0;0;1803.171333;13.66666667;0;0;776.8366667;2;393.4033333;2.666666667;400;0.333333333;6.666666667;0.666666667
7796;0;0;0;0;368.1026667;1.333333333;0;0;368.0376667;1;0;0;400.655;1.666666667;0;0;0;0;0;0;400;1;0;0
7797;0;0;0;0;1003.852;2;16.66666667;0.333333333;987.1766667;1;0;0;1265.449333;13;0;0;385.817;2;396.6666667;2.666666667;461.3866667;3.333333333;0;0
7798;0;0;6500;0.333333333;7988.584667;2;0;0;1488.574667;1.333333333;0;0;8107.131;17.33333333;154.7733333;3.333333333;4799.896667;1.333333333;712.8333333;4.666666667;2169.813333;1.333333333;0;0
7799;0;0;0;0;4.652333333;0.333333333;0;0;0;0;0;0;104.3816667;0.666666667;0;0;0;0;0;0;103.3333333;0.333333333;0;0
7800;0;0;0;0;987.0743333;1.333333333;0;0;987.0743333;1.333333333;0;0;989.124;7;0;0;502.3616667;1;471.1666667;1.333333333;0;0;0;0
7801;0;0;0;0;2.566666667;0.333333333;0;0;0;0;0;0;0.631666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7802;0;0;0;0;777.375;1.666666667;0;0;777.375;1.666666667;0;0;709.199;7.666666667;0;0;324.5213333;1;373.4666667;4;0;0;0;0
7803;0;0;2333.333333;0.333333333;2723.279333;1;0;0;389.946;0.666666667;0;0;2886.770667;7;0;0;0;0;726.6666667;2;2000;0.333333333;0;0
7804;0;0;0;0;0;0;0;0;0;0;0;0;0.336666667;0.666666667;0;0;0;0;0;0;0;0;0;0
7805;0;0;0;0;705.041;2;0;0;667.3743333;1.666666667;0;0;704.8036667;8.666666667;0;0;334.9463333;2;0;0;353.0533333;2;0;0
7806;0;0;0;0;1265.965333;1.333333333;0;0;1265.965333;1.333333333;0;0;1136.546;21.33333333;196.7856667;8;0;0;930.04;10.66666667;0;0;0;0
7807;0;0;0;0;0.022333333;0.333333333;0;0;0;0;0;0;0.612333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7808;0;0;0;0;756.359;3;0;0;755.1636667;2.666666667;0;0;1122.045667;10.66666667;0;0;212.5406667;1;556.6666667;5;333.3333333;0.333333333;0;0
7809;0;0;0;0;0.567;0.333333333;0;0;0;0;0;0;0.231666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7810;0;0;0;0;459.8293333;3;0;0;459.823;2.666666667;0;0;504.923;4;0;0;0;0;500;3;0;0;0;0
7811;0;0;0;0;963.55;2;0;0;963.549;1.666666667;0;0;884.0793333;9;0;0;302.5726667;1;530;3.333333333;34.90666667;0.666666667;0;0
7812;64.66666667;0.333333333;0;0;231.3673333;1.333333333;166.6666667;0.666666667;0;0;0;0;272.5103333;3;0;0;251.246;1;0;0;0;0;0;0
7813;0;0;0;0;1021.019333;3.333333333;311.6456667;1;673.24;1.333333333;0;0;941.0343333;13.33333333;25;0.333333333;311.4616667;1;555.5366667;7;0;0;33.33333333;0.666666667
7814;0;0;0;0;951.6006667;1.333333333;0;0;951.5926667;1;0;0;949.7143333;4;0;0;346.9413333;1;0;0;596.6666667;1;0;0
7815;0;0;0;0;936.8806667;2;0;0;936.836;1.666666667;0;0;699.6663333;4.333333333;0;0;482.7216667;1;200.4333333;1.333333333;0;0;0;0
7816;0;0;0;0;647.4993333;2.333333333;0;0;647.4686667;1.666666667;0;0;651.0003333;10.33333333;0;0;228.4573333;0.666666667;0;0;286.2933333;2.666666667;0;0
7817;0;0;0;0;1086.986667;4.333333333;80;0.333333333;996.967;2.666666667;0;0;1087.381667;13;0;0;362.065;2.666666667;312.4266667;2.333333333;184.9066667;0.666666667;10;1
7818;0;0;0;0;1487.118667;1.666666667;0;0;1487.085;1.333333333;0;0;1374.878333;11.33333333;0;0;243.9573333;1;804.3333333;2.666666667;200;0.666666667;0;0
7819;0;0;0;0;1212.164333;1.666666667;0;0;1212.164333;1.666666667;0;0;893.513;10.33333333;0;0;613.7566667;2;236.6666667;1.333333333;0;0;0;0
7820;0;0;0;0;1511.093333;2;0;0;1511.093333;2;0;0;1020.156667;6;0;0;362.501;1;0;0;633.3333333;1;0;0
7821;0;0;0;0;390.101;1;0;0;390.101;1;0;0;389.7556667;5;0;0;0;0;0;0;356.6666667;1.333333333;0;0
7822;56.66666667;0.333333333;0;0;982.7006667;1.666666667;0;0;926.034;1.333333333;0.255666667;0.333333333;944.3356667;9.666666667;0;0;307.2603333;1;620.1333333;5;0;0;1.888;1.333333333
7823;0;0;0;0;0.068333333;0.333333333;0;0;0;0;0;0;0.131666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7824;0;0;0;0;188.0396667;1.333333333;0;0;188.0313333;1;0;0;249.6996667;3.333333333;0;0;0;0;0;0;244.3333333;1.333333333;0;0
7825;0;0;0;0;20.26333333;0.333333333;0;0;0;0;0;0;4.170666667;0.333333333;0;0;0;0;0;0;0;0;0;0
7826;0;0;0;0;230.4486667;1;0;0;230.4466667;0.666666667;0;0;113.9253333;1;0;0;0;0;0;0;113.3333333;0.333333333;0;0
7827;76.66666667;0.333333333;0;0;287.637;2.666666667;210;2;0;0;0.037333333;0.333333333;21.343;1.333333333;0;0;0;0;16.66666667;0.333333333;0;0;0;0
7828;0;0;0;0;1304.769;1.666666667;0;0;1304.768;1.333333333;0;0;2419.209333;12.33333333;0;0;502.4803333;1;1887.493333;5.666666667;0;0;0;0
7829;0;0;0;0;0.002;0.333333333;0;0;0;0;0;0;4.756333333;0.666666667;0;0;0;0;0;0;0;0;0;0
7830;0;0;0;0;1104.164;4;0;0;710.6576667;1.666666667;0;0;1083.308667;11.33333333;0;0;397.091;1;668.8333333;5.333333333;0;0;0;0
7831;0;0;0;0;497.6283333;1.333333333;0;0;497.6283333;1.333333333;0;0;497.5463333;3.666666667;0;0;0;0;0;0;487.6666667;1;0;0
7832;0;0;0;0;1046.894333;2.333333333;0;0;1046.019333;2;0;0;1199.301;9.666666667;0;0;442.8093333;1;166.6666667;0.333333333;513.3333333;1.333333333;0;0
7833;0;0;0;0;8.700333333;0.666666667;0;0;0;0;0;0;0.191333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7834;0;0;0;0;719.841;1.333333333;0;0;714.6383333;1;0;0;686.3936667;9;0;0;402.5013333;2;154.41;1;101.5733333;0.666666667;0;0
7835;0;0;0;0;622.703;2;0;0;605.976;1.333333333;0;0;657.2106667;7.333333333;0;0;81.06933333;1;0;0;550;2;18.55466667;1.666666667
7836;0;0;0;0;1019.842333;2;0;0;1019.809667;1.666666667;0;0;1021.616667;10;0;0;407.193;1;0;0;596.2933333;3;0;0
7837;0;0;2666.666667;0.333333333;3456.666667;1.333333333;0;0;790;1;0;0;2445.38;16.33333333;45.11166667;2.666666667;572.0533333;1.333333333;878.6233333;7.333333333;833.3333333;0.333333333;0;0
7838;0;0;0;0;218.6743333;2;0;0;218.6743333;2;0;0;219.8936667;6;0;0;0;0;196.6666667;1.666666667;11.66666667;0.333333333;0;0
7839;0;0;0;0;0.597;0.333333333;0;0;0;0;0;0;0.237333333;0.333333333;0;0;0;0;0;0;0;0;0;0
7840;0;0;0;0;341.007;2;33.33333333;0.333333333;307.6666667;1;0;0;304.8536667;2.333333333;0;0;0;0;0;0;303.6666667;1;0;0
7841;0;0;0;0;1.037666667;0.333333333;0;0;0;0;0;0;1.627666667;0.666666667;0;0;0;0;0;0;0;0;0;0
7842;76.66666667;1;0;0;1325.035;3;153.3333333;0.666666667;1095.03;1;104.1003333;1.333333333;1190.194667;9.333333333;0;0;466.5176667;1;0;0;593.3333333;1.333333333;0;0
7843;0;0;0;0;22.32433333;1;20;0.666666667;0;0;0;0;23.943;4;0;0;0;0;0;0;11.57333333;0.666666667;0;0
7844;0;0;0;0;948.2913333;1.333333333;0;0;948.2913333;1.333333333;0;0;942.557;5.333333333;0;0;310.329;1;620;1;0;0;0;0
7845;0;0;0;0;896.1933333;2;0;0;896.0793333;1.333333333;0;0;1403.993333;13;0;0;309.3426667;0.666666667;719.56;6;196.6666667;1;0;0
7846;0;0;0;0;1061.727333;1.666666667;0;0;1061.717333;1.333333333;0;0;1068.903333;7.666666667;0;0;373.2033333;1;0;0;681.6666667;2.333333333;0;0
7847;0;0;0;0;123.3493333;1.333333333;123.3333333;1;0;0;0;0;120.606;2.333333333;0;0;0;0;0;0;120;1.666666667;0;0
7848;0;0;0;0;1054.603;2;60;0.333333333;962.7213333;1.333333333;0;0;4320.455667;10.33333333;0;0;486.3953333;1;457.4133333;1.666666667;3356.666667;4.666666667;0;0
7849;0;0;0;0;1369.805667;2;0;0;1369.805667;2;0;0;1261.609333;12.33333333;0;0;0;0;1205.166667;10.33333333;50;0.666666667;0.472;0.333333333
7850;0;0;0;0;1041.238;2;0;0;1038.037;1.666666667;0;0;1982.856333;15.66666667;0;0;412.577;2;815.0766667;8;733.3333333;0.333333333;0;0
7851;0;0;0;0;1028.331;1;0;0;1028.331;1;0;0;1027.818333;3.666666667;0;0;0;0;0;0;1018.24;1.333333333;0;0
7852;0;0;0;0;343.3333333;1.333333333;343.3333333;1.333333333;0;0;0;0;322.2333333;4;0;0;0;0;313.3333333;2;0;0;0;0
7853;0;0;0;0;496.5196667;2.333333333;490;2;0;0;0;0;82.41533333;1;0;0;0;0;0;0;76.66666667;0.333333333;0;0
